dev,dev_response,dev_response_datetime,id,isedited,rating,review,review_datetime,title,username
"{'id': 10492260, 'body': ""Thank you so much for the thoughtful reviews! It's only because of amazing members in our community like you that we stand to have a chance at making the impact that makes a huge positive difference in the world. Thank you and wishing you all the best, Vikas"", 'modified': '2019-09-03T10:31:58Z'}","Thank you so much for the thoughtful reviews! It's only because of amazing members in our community like you that we stand to have a chance at making the impact that makes a huge positive difference in the world. Thank you and wishing you all the best, Vikas",2019-09-03 10:31:58,10492260.0,False,5,Really enjoying the app!  Especially love that you can donate to a charity.  Hoping to see more search functionality in the future.,2019-08-14 13:43:30,Love this app,Kechiko
"{'id': 25153944, 'body': 'Hi there! Indeed, there is so much greenwashing going on. We trust in community and sharing our reviews will help us learning more about products and restaurants! Keep spreading the word about abillion 🌱', 'modified': '2021-09-17T04:19:08Z'}","Hi there! Indeed, there is so much greenwashing going on. We trust in community and sharing our reviews will help us learning more about products and restaurants! Keep spreading the word about abillion 🌱",2021-09-17 04:19:08,25153944.0,False,5,Finally a place where vegans can share and learn about companies to support!,2021-09-08 23:27:16,Only love,vegans and rescue hounds
,,,,False,5,This is a good app but not as good as Ozzy’s album Diary of a Madman. Very few things in life are better than a man who can eat a bat on stage without starting a global pandemic.,2020-03-31 18:43:07,Good mission,Karl Fonza
,,,,False,5,I’ve been using the App for some months now. I totally adore it 😍 love to see vegan food and the people there is always nice,2021-07-05 20:31:29,Love it,abigail mp
"{'id': 23164101, 'body': ""Thank you so much for the positive review PauLaLaxxoo. We'd love to see your plant-based finds on the app. \n\nLots of love"", 'modified': '2021-06-03T03:12:26Z'}","Thank you so much for the positive review PauLaLaxxoo. We'd love to see your plant-based finds on the app. 

Lots of love",2021-06-03 03:12:26,23164101.0,False,5,"If you arent using it, adding to it, start now! They are making a difference!",2021-06-01 03:08:04,Love this app abs organization,PauLaLaxxoo
,,,,False,5,This makes finding places to eat so much easier!,2020-02-29 16:46:09,This is great,chvilicek17
"{'id': 10137065, 'body': ""Hi there SPG, thank you so much for the amazing review. We're working hard to make the experience great for you and all of our other members. If there's anything we can do to make the platform better, please reach out to me on the app @vikas\n\nAll the best,\nVikas"", 'modified': '2019-08-13T02:13:34Z'}","Hi there SPG, thank you so much for the amazing review. We're working hard to make the experience great for you and all of our other members. If there's anything we can do to make the platform better, please reach out to me on the app @vikas

All the best,
Vikas",2019-08-13 02:13:34,10137065.0,False,5,This is great. I’ve found dishes I never knew existed at restaurants that I didn’t know had vegan food. Love that I can influence restaurants and raise money for animals!,2018-07-06 10:44:54,Fantastic app with a cause,Spg183939
,,,,False,5,I don’t know why every vegan/animal rights activist isn’t on this app. Love that I can donate to sanctuaries for free by reviewing food that I would be eating anyway.,2020-10-11 07:47:12,Great app,dominion_and_chill
"{'id': 12736451, 'body': ""Hi thank you so much for the thoughtful review. We're working on 2 big new app updates this month which will make using abillionveg even easier and more fun. Thank you so much for joining the community and contributing.\n\nAll the best,\nVikas\n"", 'modified': '2020-01-06T02:37:22Z'}","Hi thank you so much for the thoughtful review. We're working on 2 big new app updates this month which will make using abillionveg even easier and more fun. Thank you so much for joining the community and contributing.

All the best,
Vikas
",2020-01-06 02:37:22,12736451.0,False,5,I love this app!! Great way to help others by making reviews on vegan items/food around the world all while donating money to rescues/sanctuary’s!!! So easy & helpful,2020-01-05 01:39:33,Jadas review,jejwiwiiwiznsb
,,,,False,5,Very useful when buying products and it feels good to post reviews knowing it ends up contributing to a good cause.,2021-07-04 17:42:05,Great app,AnnaRosaC
"{'id': 10137036, 'body': ""Hi Marina,\n\nThanks very much for the great feedback and for joining the community. We're so grateful to have members like you helping build the platform and create a new social media platform for change makers across the world.\n\nWishing you all the best,\nVikas"", 'modified': '2019-08-13T02:11:33Z'}","Hi Marina,

Thanks very much for the great feedback and for joining the community. We're so grateful to have members like you helping build the platform and create a new social media platform for change makers across the world.

Wishing you all the best,
Vikas",2019-08-13 02:11:33,10137036.0,False,5,Finally!!! An APP that connects me to amazing vegan choices across the globe. Their poke feature to put pressure on businesses to increase their vegan options is absolutely brilliant. Love love love.,2018-07-06 17:14:12,This is the future.,marinaqutab
"{'id': 9967481, 'body': 'Hi there, I\'m so sorry to hear this. If you can email contact@abillionveg.com we will make sure to get your account set up for you. You mentioned ""site"" are you using the app or the website?\n\nAll the best,\nVikas\n', 'modified': '2019-08-02T03:06:13Z'}","Hi there, I'm so sorry to hear this. If you can email contact@abillionveg.com we will make sure to get your account set up for you. You mentioned ""site"" are you using the app or the website?

All the best,
Vikas
",2019-08-02 03:06:13,9967481.0,False,1,"I used three separate emails and correct passwords and it kept saying that either or both were wrong. Also, when signing up with each email it just sat there loading instead of taking me into the main site. Wish I could give 5 stars but am unable to get into the site.",2019-07-20 17:50:00,Can’t Sign Up,Nagato101
"{'id': 10137014, 'body': ""Hi Rob,\n\nSo nice of you to post a review of the app. We have a lot of hard work ahead in making the platform even better to serve the community, and we couldn't do what we do without the dedication of members like you in helping build the community with the reviews your posting.\n\nWishing you all the best,\nVikas"", 'modified': '2019-08-13T02:08:38Z'}","Hi Rob,

So nice of you to post a review of the app. We have a lot of hard work ahead in making the platform even better to serve the community, and we couldn't do what we do without the dedication of members like you in helping build the community with the reviews your posting.

Wishing you all the best,
Vikas",2019-08-13 02:08:38,10137014.0,False,5,This App is wonderful! It not only makes it easy to find plant based food but also gives back to animal sanctuaries!,2018-07-09 18:54:37,Fabulous App,vegan Rob
"{'id': 9968351, 'body': 'Hi Danielle,\n\nThank you so much for the nice review. It means so much to have amazing members like you supporting building the community. We have a lot of improvements coming!\n\nWishing you the very best,\nVikas', 'modified': '2019-08-02T04:37:17Z'}","Hi Danielle,

Thank you so much for the nice review. It means so much to have amazing members like you supporting building the community. We have a lot of improvements coming!

Wishing you the very best,
Vikas",2019-08-02 04:37:17,9968351.0,False,5,I love this app because it allows me to donate to animal rights causes just by writing brief reviews of products and meals that I’m buying anyways. It’s an awesome way to give back!,2019-05-17 15:23:24,Love this app!,LissDanielle
"{'id': 27240247, 'body': 'Thank you Manuela for your kind words and for all your support. We hope to continue using more and more hashtags to optimise your experience. Spread the word about our mission 💚', 'modified': '2022-01-04T21:57:42Z'}",Thank you Manuela for your kind words and for all your support. We hope to continue using more and more hashtags to optimise your experience. Spread the word about our mission 💚,2022-01-04 21:57:42,27240247.0,False,5,I love this app. I love the options of hash tags too. Definitely best app out there out of all vegan apps,2021-12-23 02:08:18,My favorite app,manuela64
"{'id': 11273030, 'body': ""Hey there, thank you so much for the really generous review. It means so much to get feedback like this. We're working hard and know that the app isn't perfect, and we're working hard to make it a success for the community and build a movement around it. It's only going to happen with your continued support, and we're grateful for that.\n\nWishing you all the best,\nVikas"", 'modified': '2019-10-16T03:04:05Z'}","Hey there, thank you so much for the really generous review. It means so much to get feedback like this. We're working hard and know that the app isn't perfect, and we're working hard to make it a success for the community and build a movement around it. It's only going to happen with your continued support, and we're grateful for that.

Wishing you all the best,
Vikas",2019-10-16 03:04:05,11273030.0,False,5,This is a win-win! The reviews help people to find vegan meals and lead to donations to animal sanctuaries and other organizations dedicated to getting animals off the menu.,2019-10-10 20:18:32,Great way to help promote veganism!,PDX VEG
"{'id': 23164171, 'body': 'Thank you so much for the positive review CouplescounselorAMZ. Your reviews make a lot of difference to the causes we support. Keep reviewing and creating impact with us.', 'modified': '2021-06-03T03:14:58Z'}",Thank you so much for the positive review CouplescounselorAMZ. Your reviews make a lot of difference to the causes we support. Keep reviewing and creating impact with us.,2021-06-03 03:14:58,23164171.0,False,5,Saw this advertised on The “Vegan 2020” documentary. So glad I joined. Love how you earn money to donate to causes after writing a review.,2021-05-30 13:29:31,Making an Impact,CouplescounselorAMZ
,,,,False,5,"Love this app so much! Super helpful for finding vegan-friendly restaurants near you, and also the 1 review = $1 donation mechanic is amazing.",2021-08-25 13:23:07,Zoe,zoeadam15
,,,,False,5,What a way to connect with others and donate at the same time! Love this so much.,2021-11-05 16:46:53,Super fun!,B radle
,,,,False,5,What an amazing platform! Post reviews easily & make a difference in the process,2021-02-08 09:13:48,The Instagram for vegans!,ecoflightattendant
,,,,False,5,"I was looking for vegan app that provides me information about vegan dishes, this app help me to found them in Lima, Perú.",2020-03-30 03:23:51,I love this app,dbehrm
"{'id': 10137023, 'body': ""Hi Rebecca,\n\nThank you so much for the wonderful review. It's only through the support of our community that we have a chance to show the world that social media can create positive social impact.\n\nWishing you all the best,\nVikas"", 'modified': '2019-08-13T02:09:30Z'}","Hi Rebecca,

Thank you so much for the wonderful review. It's only through the support of our community that we have a chance to show the world that social media can create positive social impact.

Wishing you all the best,
Vikas",2019-08-13 02:09:30,10137023.0,False,5,Love using the app every time I eat out and looking up for recommendations from other people. Great stuff!,2018-07-07 13:12:04,Eat with an impact,R.Lov
,,,,False,5,A great help for a starter vegan trying to find their way. Really makes life so much easier. The intention is great.,2020-07-14 04:30:27,A gem for vegans,dalapathi
,,,,False,5,I could easy fine restaurant and location love it.,2021-06-21 17:24:48,Awesome,Tooshorty64
"{'id': 9967516, 'body': ""Hey thanks for the feedback. The reason you're not seeing those is because nobody has reviewed vegan options at those restaurants near you yet. You could be the first one!\n\nWe're focused on building an authentic community and not just back-filling information found online. It will take time but we're excited to get there and hope you come back in a few months.\n\nWishing you all the best,\nVikas"", 'modified': '2019-08-02T03:07:27Z'}","Hey thanks for the feedback. The reason you're not seeing those is because nobody has reviewed vegan options at those restaurants near you yet. You could be the first one!

We're focused on building an authentic community and not just back-filling information found online. It will take time but we're excited to get there and hope you come back in a few months.

Wishing you all the best,
Vikas",2019-08-02 03:07:27,9967516.0,False,1,"I searched for places near me, and the only thing that popped up was chipotle. Although, I know that less than a mile away are plenty of other options like Pei Wei and Moe’s. I would understand if it was a locally owned place, but these are chain restaurants. This app isn’t worth the space on your phone. Good concept though!",2019-07-20 02:03:03,isn’t helpful,Ericeze
"{'id': 12145233, 'body': ""Hey there, thank you so much for the positive review. I'm happy to hear that you're loving the app. We have a long way to go in creating the impact that we all want and it's only going to happen with amazing members in our community like you.\n\nWishing you all the best,\nVikas"", 'modified': '2019-12-02T01:35:29Z'}","Hey there, thank you so much for the positive review. I'm happy to hear that you're loving the app. We have a long way to go in creating the impact that we all want and it's only going to happen with amazing members in our community like you.

Wishing you all the best,
Vikas",2019-12-02 01:35:29,12145233.0,False,5,"They also donate $10 for every 10 reviews of yours to your personal choice of non-profit rescue organization, isn’t it cool?",2019-11-15 05:09:15,Spread the vegan vibe and delish food,Galina Chzhen
,,,,False,5,I love that you can donate money to non profits just by reviewing vegan products or dishes. This is a must-try app for all vegans!,2021-07-08 15:15:07,Awesome vegan app!,thebestcure
"{'id': 9968209, 'body': ""You are amazing! Thank you for taking the time to post a review here. It means so much to us to have members that are helping create change and impact for the animals and organizations like Animal Place. If there's anything we can do to support or make it better, please reach out to me directly at vikas@abillionveg.com\n\nThanks,\nVikas"", 'modified': '2019-08-02T04:14:37Z'}","You are amazing! Thank you for taking the time to post a review here. It means so much to us to have members that are helping create change and impact for the animals and organizations like Animal Place. If there's anything we can do to support or make it better, please reach out to me directly at vikas@abillionveg.com

Thanks,
Vikas",2019-08-02 04:14:37,9968209.0,False,5,"A very giving app, i love that they help support the Animal Place organization! All done by just taking pictures of tasty food.",2019-05-19 05:25:13,Great App,XeroNexuz
,,,,False,5,This app is an excellent tool to find vegan products as well as contribute to vegan causes.,2022-01-05 07:08:30,Helping the world go vegan,Loves vegan food
"{'id': 25153951, 'body': 'Thank you for your kind words. We love to hear that you’re staying active on our platform. Keep reviewing plant-based products and making a positive impact through abillion.', 'modified': '2021-12-03T03:56:55Z'}",Thank you for your kind words. We love to hear that you’re staying active on our platform. Keep reviewing plant-based products and making a positive impact through abillion.,2021-12-03 03:56:55,25153951.0,True,5,"It’s welcoming for vegans and non-vegans, easy to use, and completely free",2021-12-03 03:56:55,Great way to really help save animals!,instagram user 17464
,,,,False,5,I really like that you get a dollar for every review you write and donate it to an animal rights cause.,2021-08-30 22:25:42,Love it,Sofunbut...
,,,,False,5,A very nice site that makes this world a better place.,2021-12-01 02:33:22,So cool,Andrew S. Brown
"{'id': 9968167, 'body': ""Hey there thank you so much for the awesome review. Means so much to us to have you support building this community of change-makers around the world.\n\nIs Broken Shovels a sanctuary you're involved with? I'd love to learn more. Please email me vikas@abillionveg.com\n\nThanks,\nVikas"", 'modified': '2019-08-02T04:12:03Z'}","Hey there thank you so much for the awesome review. Means so much to us to have you support building this community of change-makers around the world.

Is Broken Shovels a sanctuary you're involved with? I'd love to learn more. Please email me vikas@abillionveg.com

Thanks,
Vikas",2019-08-02 04:12:03,9968167.0,False,5,"Absolutely love this app! Helping animals by eating and reviewing yummy food?! Can't beat it! :) Love to support all animal sanctuaries, but Broken Shovels is where it's at!",2019-05-19 19:46:20,Love it!,mal_lory17
"{'id': 24218477, 'body': 'Thank You BaseBen. Your positive review means a lot to us.  We hope you will continue supporting and growing the plant-based movement through abillion,', 'modified': '2021-07-30T11:38:10Z'}","Thank You BaseBen. Your positive review means a lot to us.  We hope you will continue supporting and growing the plant-based movement through abillion,",2021-07-30 11:38:10,24218477.0,False,5,"Love the support from others and genuine interest in sharing!  Great idea, great site!",2021-07-23 18:34:54,Nice,BaseBen
,,,,False,5,Only been on it a few hours but it looks great. Like an Ig for vegans!,2021-06-22 04:49:20,Loving it so far!,thefreckledboho
"{'id': 9967576, 'body': 'Thank you Claire, we love your reviews on the app!\n\nAll the best,\nVikas', 'modified': '2019-08-02T03:09:47Z'}","Thank you Claire, we love your reviews on the app!

All the best,
Vikas",2019-08-02 03:09:47,9967576.0,False,5,This app has been so helpful for my transition to veganism and I love to use it when I travel!,2019-07-16 04:05:32,Love the app!,claire (a lover of podcasts!)
"{'id': 17502153, 'body': ""Thanks for the rating and the review Connie. We hope you'll enjoy the new features in our latest app update -  like the new profile page :)"", 'modified': '2020-08-26T04:48:09Z'}",Thanks for the rating and the review Connie. We hope you'll enjoy the new features in our latest app update -  like the new profile page :),2020-08-26 04:48:09,17502153.0,False,5,Really enjoyed using this app to explore all the local vegan restaurants near me!,2020-08-05 06:14:11,Awesome app!,connielikescake
"{'id': 9967863, 'body': ""Hey there,\n\nWe ask for location so you can use one of the features that 90% of our members use most often which is the near-me map. It won't function without a location. You can still use the app without allowing for locations, and we're going to be adding a lot more location based filtering in the next 2-3 app releases. For now we use country as the first filter and you can put in your location into the search bar and see results.\n\nWishing you all the best,\nVikas"", 'modified': '2019-08-02T03:41:42Z'}","Hey there,

We ask for location so you can use one of the features that 90% of our members use most often which is the near-me map. It won't function without a location. You can still use the app without allowing for locations, and we're going to be adding a lot more location based filtering in the next 2-3 app releases. For now we use country as the first filter and you can put in your location into the search bar and see results.

Wishing you all the best,
Vikas",2019-08-02 03:41:42,9967863.0,False,1,"The first thing I noticed was: this app is useless unless you allow it to have your location. 

The only alternative is to choose your country. Why can’t I just select or search for my city?

Not everyone wants to share their location. Apps nowadays are so hungry for more information. I haven’t even had the app for 5 minutes and I’m already deleting. 

My location is my business. If your app can’t work without it, then your app can’t work for me.",2019-05-25 00:32:14,I’ll pass.,Mouton Noir X
,,,,False,4,I realized I needed my own photos.,2021-06-10 23:10:45,It was a little challenging to figure out,carolelizabeth10
,,,,False,5,So easy to participate by writing reviews of vegan products or restaurants.  My donation counts!,2020-04-26 23:12:37,App with a cause,equineophile
"{'id': 22272572, 'body': 'Thank you Unejanie! Please keep posting and sharing and driving the message of sustainability. ', 'modified': '2021-04-16T02:42:00Z'}",Thank you Unejanie! Please keep posting and sharing and driving the message of sustainability. ,2021-04-16 02:42:00,22272572.0,False,5,It is so easy to use and the money goes to great causes.,2021-04-10 20:06:01,great app for great causes,unejanie
,,,,False,5,This is truly a great app with good values! The fact that they donate money per ten reviews is amazing,2020-06-06 17:34:45,Donates for Animal Causes,kellykayprin
"{'id': 12718707, 'body': 'Hi Clovechick,\n\nThanks so much for the great review. We love our wonderful sanctuary partners around the world. Thanks for helping us do good in the world. This community is only going to be a success long-term thanks to our members like you.\n\nWishing you all the best,\n\nVikas', 'modified': '2020-01-04T08:20:04Z'}","Hi Clovechick,

Thanks so much for the great review. We love our wonderful sanctuary partners around the world. Thanks for helping us do good in the world. This community is only going to be a success long-term thanks to our members like you.

Wishing you all the best,

Vikas",2020-01-04 08:20:04,12718707.0,False,5,"I love sharing reviews and love, love, love supporting Iowa Farm Sanctuary.  This is such a fun thing and the platform is really well done. Huge fan!!!",2019-12-26 13:22:42,Brilliant idea!!!,clovechick
"{'id': 10136956, 'body': 'Hey Mr. Law,\n\nThanks so much for the great review. We have a really long way to go in making the platform truly great but thanks to amazing members like you that are helping build our community we have a real chance at making an impact across the world. Thank you so much for joining and taking the time to post this review.\n\nWishing you all the best,\nVikas', 'modified': '2019-08-13T02:05:07Z'}","Hey Mr. Law,

Thanks so much for the great review. We have a really long way to go in making the platform truly great but thanks to amazing members like you that are helping build our community we have a real chance at making an impact across the world. Thank you so much for joining and taking the time to post this review.

Wishing you all the best,
Vikas",2019-08-13 02:05:07,10136956.0,False,5,"Very clean and responsive app that makes it easy to find or review vegan/vegetarian dishes at any restaurant, café or coffee shop.",2018-09-08 21:34:58,Awesome app for finding vegetarian/vegan eats,Mrlaw80
"{'id': 25153981, 'body': ""Indeed, it's the vegan gram hehe! Thanks for supporting us and keep up the good work in reviewing. Share our mission also with your friends and keep making an impact through abillion."", 'modified': '2022-01-14T23:31:54Z'}","Indeed, it's the vegan gram hehe! Thanks for supporting us and keep up the good work in reviewing. Share our mission also with your friends and keep making an impact through abillion.",2022-01-14 23:31:54,25153981.0,True,5,Like the gram for vegan stuff and you get to donate $1 for every review to charity!,2022-01-14 23:31:54,Social with a conscience.,Racemeimagirl
,,,,False,5,I’m so happy that an app like this exists to help non-profits and animals in need!,2021-11-07 16:36:01,Great App,Armaline
,,,,False,5,Love it so much highly recommend for new vegans,2021-09-08 11:50:58,Great app!!!!,hdjdjsjalfjdjdndjdjd
,,,,False,5,Great app I love to the fact that I can donate to animal right organization and sanctuaries!,2021-06-23 17:10:42,Great app,Walter Diomedi
"{'id': 24218425, 'body': 'Thanks so much for that positive review GlenRB. We’re pleased to hear the app has made an impact on you. We hope you will continue supporting us!', 'modified': '2021-07-30T11:35:11Z'}",Thanks so much for that positive review GlenRB. We’re pleased to hear the app has made an impact on you. We hope you will continue supporting us!,2021-07-30 11:35:11,24218425.0,False,5,This app is fantastic for me as a new vegan,2021-07-25 12:11:06,Amazing information,GlenRB
"{'id': 9968528, 'body': ""I'm so sorry for this. We had a small bug that we fixed, I hope the app ended up downloading and working for you. If you have any concerns please email me at vikas@abillionveg.com\n\nAll the best,\nVikas"", 'modified': '2019-08-02T04:56:52Z'}","I'm so sorry for this. We had a small bug that we fixed, I hope the app ended up downloading and working for you. If you have any concerns please email me at vikas@abillionveg.com

All the best,
Vikas",2019-08-02 04:56:52,9968528.0,False,1,I just downloaded it and immediately it says it needs to be updated! Why didn’t it download the updated version and how do I update it? It just sends me back to the App Store when I hit the update button!,2018-12-21 03:06:48,Update not working,Seachelle82
,,,,False,1,Requires photos and photos YOu OnLY TooK . Thought the goal was to share good food and help animals . Some of us actually just eat the food without obsessing over pics of it  weird huh . Trash app !!,2020-05-05 03:38:56,Stupid app,miniNYC
"{'id': 26258211, 'body': 'Thank you for still being part of abillion!! 🌱', 'modified': '2021-11-14T18:26:23Z'}",Thank you for still being part of abillion!! 🌱,2021-11-14 18:26:23,26258211.0,False,5,I still like this. :),2021-11-11 01:21:42,I told you I like this!,feminum
,,,,False,5,"I’ve donated $300 to my favorite nonprofit, The Riley Farm Rescue, using this app. Couldn’t be happier.",2021-06-22 20:57:56,Amazing,Jwnwldnekwpwosn719493$:Hal
,,,,False,5,Thanks,2020-04-14 19:06:29,Love your work,GatorAmerman
"{'id': 11524450, 'body': 'Hi there, thanks for the review but what you\'re saying isn\'t true. A simple search for ""Seattle"" will show more than 100 vegan dishes listed and reviewed across the city. We\'re trying to replicate your results but cannot, perhaps you don\'t have the right country selected?\n\nWishing you all the best,\nVikas', 'modified': '2019-10-29T04:10:22Z'}","Hi there, thanks for the review but what you're saying isn't true. A simple search for ""Seattle"" will show more than 100 vegan dishes listed and reviewed across the city. We're trying to replicate your results but cannot, perhaps you don't have the right country selected?

Wishing you all the best,
Vikas",2019-10-29 04:10:22,11524450.0,False,1,Found one (1) restaurant around all of the Seattle area and didn’t even say what’s on the menu. Why put out an app ads that isn’t functioning almost at all? Don’t waste your time downloading this.,2019-10-23 06:43:44,Broken?,fjdneidhf
"{'id': 12433465, 'body': ""Hi Misa,\n\nThanks for the review. We're a member driven community which means that if you're not seeing reviews for vegan dishes near you they haven't been reviewed yet. Would you please consider posting a couple of reviews of your favorite vegan dishes nearby? Thank you!\n\nAll the best,\nVikas"", 'modified': '2019-12-17T02:55:28Z'}","Hi Misa,

Thanks for the review. We're a member driven community which means that if you're not seeing reviews for vegan dishes near you they haven't been reviewed yet. Would you please consider posting a couple of reviews of your favorite vegan dishes nearby? Thank you!

All the best,
Vikas",2019-12-17 02:55:28,12433465.0,False,2,It did not find anything close to me. I know a few places where they have vegan options here.,2019-12-15 04:13:04,Lame but will use for trips,Misa Amanae
"{'id': 9967600, 'body': ""Hi there, I'm so sorry to hear that you're having issues with the app. Could you check if you have upgraded to the latest release please? We have a couple of bugs in the latest production that we're working to fix and I hope we can resolve the lags for you soon.\n\nWishing you all the best,\nVikas"", 'modified': '2019-08-02T03:10:53Z'}","Hi there, I'm so sorry to hear that you're having issues with the app. Could you check if you have upgraded to the latest release please? We have a couple of bugs in the latest production that we're working to fix and I hope we can resolve the lags for you soon.

Wishing you all the best,
Vikas",2019-08-02 03:10:53,9967600.0,False,2,Great concept if the app worked. It constantly freezes and lags so you have to restart it.,2019-07-15 00:38:32,Freezes,hurolope
"{'id': 10137030, 'body': 'Hi Bas,\n\nThanks so much for the great feedback. We still have a very long way to go in building the community. Thank you so much for your contributions.\n\nWishing you all the best,\nVikas', 'modified': '2019-08-13T02:10:28Z'}","Hi Bas,

Thanks so much for the great feedback. We still have a very long way to go in building the community. Thank you so much for your contributions.

Wishing you all the best,
Vikas",2019-08-13 02:10:28,10137030.0,False,5,"Easy to use, vibrant community, sweet interface",2018-07-07 11:33:21,Great app,Bas Kesh
,,,,False,5,Nothing like it. Genius. So fun to engage with. 10 stars.,2021-06-17 00:22:24,Ten Stars,Rkelo
,,,,False,5,Love this app!,2022-01-07 01:23:08,Makes animal advocacy so easy!,H-Cronemiller
,,,,False,5,Thank you,2021-12-01 00:13:05,Love this app!,Lucid Me
,,,,False,2,I don't see how this can possibly help very much.,2020-11-11 21:26:24,Difficult to use,neowalkit
"{'id': 9967444, 'body': ""Hi there, thanks for the feedback. We're taking the approach of building the platform and community from the ground up. We know that's not for everyone and some of you want to see something that's fully built out with lots of options displayed. I hope in a year we'll provide a lot more value to you. Until then wishing you all the best.\n\nThanks,\nVikas"", 'modified': '2019-08-02T03:04:17Z'}","Hi there, thanks for the feedback. We're taking the approach of building the platform and community from the ground up. We know that's not for everyone and some of you want to see something that's fully built out with lots of options displayed. I hope in a year we'll provide a lot more value to you. Until then wishing you all the best.

Thanks,
Vikas",2019-08-02 03:04:17,9967444.0,False,2,Well intentioned and it looks good. I live in San Diego and for every restaurant I check there are never any dishes or information. Crowd sourcing their content wasn’t the best idea.,2019-07-21 01:59:23,Deleting it,Youuu
,,,,False,5,I love posting and helping,2021-09-06 16:40:19,Awesome,ReginaAzul
"{'id': 24218445, 'body': 'Thank you for the review tpferrato. We love to hear that you’re staying active on our platform. Keep reviewing plant-based products and making a positive impact through abillion.', 'modified': '2021-07-30T11:36:24Z'}",Thank you for the review tpferrato. We love to hear that you’re staying active on our platform. Keep reviewing plant-based products and making a positive impact through abillion.,2021-07-30 11:36:24,24218445.0,False,5,I am in love with this app. So far so good,2021-07-24 01:31:54,❤️ app,tpferrato
,,,,False,5,"Such a fun, great idea for a new app!",2021-06-29 21:02:07,So fun to explore,LuxLosAngeles
,,,,False,1,No way to delete your account on the app. Keeps your information. Trash!,2020-06-04 07:35:20,Garbage,Halie Moomaw
"{'id': 26258193, 'body': 'Hi there, we are delighted to hear that you are discovering many new products. Keep making an impact with your reviews!', 'modified': '2021-11-14T18:23:13Z'}","Hi there, we are delighted to hear that you are discovering many new products. Keep making an impact with your reviews!",2021-11-14 18:23:13,26258193.0,False,5,Nice app to see new vegan food.,2021-11-12 02:25:09,Vegan app,slwasu
,,,,False,5,Very useful and good app ♥️♥️,2020-04-14 15:15:30,Mercy for animals 🙏,Ddo.Ddo
"{'id': 9968486, 'body': ""Hey Foxxy, thank you so much for the great review! If there's anything we can do to make the experience better for you please let me know anytime at vikas@abillionveg.com\n\nThanks & all the best,\nVikas"", 'modified': '2019-08-02T04:52:56Z'}","Hey Foxxy, thank you so much for the great review! If there's anything we can do to make the experience better for you please let me know anytime at vikas@abillionveg.com

Thanks & all the best,
Vikas",2019-08-02 04:52:56,9968486.0,False,5,"This app is a must-have for any vegan, vegetarian, or animal lover!",2019-03-30 14:30:26,Great app!,Foxxy_1990
"{'id': 12962270, 'body': ""Hi there, I'm so sorry to hear that you had a bad experience. We have a lot of reviews in both San Diego and Hawaii but depending on where you might have been at a specific time we might not have shown any results within the search radius.\n\nWe're super focused on providing a community driven experience which means if nobody has posted a review yet, you're not going to see anything. I hope you'll give us another shot in a few months.\n\nThanks for your feedback, it really helps us do better.\n\nWishing you all the best,\nVikas"", 'modified': '2020-01-17T01:41:09Z'}","Hi there, I'm so sorry to hear that you had a bad experience. We have a lot of reviews in both San Diego and Hawaii but depending on where you might have been at a specific time we might not have shown any results within the search radius.

We're super focused on providing a community driven experience which means if nobody has posted a review yet, you're not going to see anything. I hope you'll give us another shot in a few months.

Thanks for your feedback, it really helps us do better.

Wishing you all the best,
Vikas",2020-01-17 01:41:09,12962270.0,False,1,I tried this app where i go to school in hawaii and there were no reviews near me. i tried it again in san diego and still nothing.,2020-01-10 04:00:55,Nothing near me... in san diego,Hmsiabagkdoekenhe
,,,,False,1,It’s more eco-and animal rights. It’s definitely not whole food plant-based. I’m going to pass,2022-01-31 06:17:23,This is not a health based app.,Tricky Gin
"{'id': 26546656, 'body': 'Thank you! Help us motivate others to join our community and to create an impact together!!', 'modified': '2021-11-29T23:54:29Z'}",Thank you! Help us motivate others to join our community and to create an impact together!!,2021-11-29 23:54:29,26546656.0,False,5,Very informative and motivating app!!,2021-11-21 17:55:36,Awesome app!!,gratefulgypsy710
"{'id': 24516016, 'body': 'Hi ReneeHealthCoach, tanks so much for that positive review. We’re pleased to hear the app has made an impact on you. We hope you can continue supporting us!', 'modified': '2022-01-23T21:22:17Z'}","Hi ReneeHealthCoach, tanks so much for that positive review. We’re pleased to hear the app has made an impact on you. We hope you can continue supporting us!",2022-01-23 21:22:17,24516016.0,True,5,love this site. cruelty free and environmental ideas and information.,2022-01-23 21:22:17,excellent,ReneeHealthCoach
"{'id': 10674945, 'body': ""Hi there Tabby,\n\nI really appreciate you taking the time to try out the app and for writing in with your feedback. Thank you. The reality is we wanted to focus on creating an authentic member driven community, so if you don't see something that you know exists, it's only because it hasn't been reviewed yet on the platform. Would love if you could contribute a few dish reviews from where you live please! Thank you & all the best, Vikas"", 'modified': '2019-09-14T04:38:05Z'}","Hi there Tabby,

I really appreciate you taking the time to try out the app and for writing in with your feedback. Thank you. The reality is we wanted to focus on creating an authentic member driven community, so if you don't see something that you know exists, it's only because it hasn't been reviewed yet on the platform. Would love if you could contribute a few dish reviews from where you live please! Thank you & all the best, Vikas",2019-09-14 04:38:05,10674945.0,False,1,There are 3 TOTALLY vegan restaurants very near me so what the heck?! When I zoom out I don’t see anything anywhere either. Bummer. I had high hopes for this.,2019-09-06 08:20:47,NOTHING AROUND ME?!,TabbyCat83
